icao,name,email,phone
TNM,Tiara Air,tiaraair@email.com,5990
TNP,Transped Aviation,transpedaviation@email.com,5991
TNR,Tanana Air Services,tananaairservices@email.com,5992
TNT,Trans North Turbo Air,transnorthturboair@email.com,5993
TNV,Transnorthern,transnorthern@email.com,5994
TNW,Trans Nation Airways,transnationairways@email.com,5995
TNX,Trener Ltd,trenerltd@email.com,5996
TNY,Twin Town Leasing Company,twintownleasingcompany@email.com,5997
TOB,Tobruk Air,tobrukair@email.com,5998
TOJ,TOJ Airlines,tojairlines@email.com,5999
TOL,Tol-Air Services,tol-airservices@email.com,6000
TOM,Thomsonfly,thomsonfly@email.com,6001
TOP,Top Air,topair@email.com,6002
TOR,Toronto Airways,torontoairways@email.com,6003
TOS,Tropic Air,tropicair@email.com,6004
TOT,Totavia,totavia@email.com,6005
TOW,Tower Air,towerair@email.com,6006
TOY,Toyota Canada,toyotacanada@email.com,6007
TPA,TAMPA,tampa@email.com,6008
TPD,Top Speed,topspeed@email.com,6009
TPF,Taxis Aereos del Pacifico,taxisaereosdelpacifico@email.com,6010
TPG,Transportes Aereos Pegaso,transportesaereospegaso@email.com,6011
TPL,TAR Interpilot,tarinterpilot@email.com,6012
TPM,Transpais Aereo,transpaisaereo@email.com,6013
TPN,Transportacion Aerea del Norte,transportacionaereadelnorte@email.com,6014
TPP,Transpac Express,transpacexpress@email.com,6015
TPR,Taxis Aereos De Parral,taxisaereosdeparral@email.com,6016
TPS,TAPSA Transportes Aereos Petroleros,tapsatransportesaereospetroleros@email.com,6017
TPT,Transportes Aereo del Sureste,transportesaereodelsureste@email.com,6018
TPU,Trans American Airlines (Trans Am),transamericanairlines(transam)@email.com,6019
TPV,Thai Pacific Airlines Business,thaipacificairlinesbusiness@email.com,6020
TPX,Transportes Aereos De Xalapa,transportesaereosdexalapa@email.com,6021
TPY,Trans-Provincial Airlines,trans-provincialairlines@email.com,6022
TPZ,Transportes La Paz,transporteslapaz@email.com,6023
TQN,Taquan Air Services,taquanairservices@email.com,6024
TQR,Transportacion Aerea De Queretaro,transportacionaereadequeretaro@email.com,6025
TNA,TransAsia Airways,transasiaairways@email.com,6026
TRA,Transavia Holland,transaviaholland@email.com,6027
TRC,Trans Air Charter,transaircharter@email.com,6028
TCV,TACV,tacv@email.com,6029
TRD,Trans Island Air,transislandair@email.com,6030
TRF,Taxi Air Fret,taxiairfret@email.com,6031
TRG,TRAGSA (Medios Aereos),tragsa(mediosaereos)@email.com,6032
TRJ,Trans Euro Air,transeuroair@email.com,6033
TRM,Transport Aerien de Mauritanie,transportaeriendemauritanie@email.com,6034
TRO,Tropic Airlines-Air Molokai,tropicairlines-airmolokai@email.com,6035
TRQ,Turdus Airways,turdusairways@email.com,6036
TRR,Tramson Limited,tramsonlimited@email.com,6037
TRT,Trans Arabian Air Transport,transarabianairtransport@email.com,6038
TRU,Triangle Airline (Uganda),triangleairline(uganda)@email.com,6039
TRW,Transwestern Airlines of Utah,transwesternairlinesofutah@email.com,6040
TRY,Tristar Airlines,tristarairlines@email.com,6041
TRZ,TransMeridian Airlines,transmeridianairlines@email.com,6042
TSA,Transair France,transairfrance@email.com,6043
TSD,TAF-Linhas Aereas,taf-linhasaereas@email.com,6044
TSE,Transmile Air Services,transmileairservices@email.com,6045
TSG,Trans-Air-Congo,trans-air-congo@email.com,6046
TSI,Transport'air,transport'air@email.com,6047
TSJ,Trast Aero,trastaero@email.com,6048
TSK,Trast Aero,trastaero@email.com,6049
TSL,Thai Aviation Services,thaiaviationservices@email.com,6050
SBT,Taftan Airlines,taftanairlines@email.com,6051
ABS,Transwest Air,transwestair@email.com,6052
TSM,Trans Sayegh Airport Services,transsayeghairportservices@email.com,6053
TSN,Trans-Air Services,trans-airservices@email.com,6054
TSO,Transaero Airlines,transaeroairlines@email.com,6055
TSP,Transportes Aereos Inter,transportesaereosinter@email.com,6056
TSR,Trans Service Airlift,transserviceairlift@email.com,6057
TSS,Tri-State Aero,tri-stateaero@email.com,6058
TST,TRAST,trast@email.com,6059
TSV,Tropair Airservices,tropairairservices@email.com,6060
TSW,Transwings,transwings@email.com,6061
TSX,Thai Star Airlines,thaistarairlines@email.com,6062
TSY,Tristar Air,tristarair@email.com,6063
TTA,TTA - Sociedade de Transporte e Trabalho Aereo,tta-sociedadedetransporteetrabalhoaereo@email.com,6064
TTC,Transteco,transteco@email.com,6065
TTH,Tarhan Tower Airlines,tarhantowerairlines@email.com,6066
TTL,Total Linhas Aereas,totallinhasaereas@email.com,6067
TTP,Triple O Aviation,tripleoaviation@email.com,6068
TTR,Transportaciones Y Servicios Aereos,transportacionesyserviciosaereos@email.com,6069
TTS,Transporte Aereo Tecnico Ejecutivo,transporteaereotecnicoejecutivo@email.com,6070
TUA,Turkmenistan Airlines,turkmenistanairlines@email.com,6071
TUC,Turismo Aereo de Chile,turismoaereodechile@email.com,6072
TUI,Tuninter,tuninter@email.com,6073
TUL,Tulpar Air,tulparair@email.com,6074
TUM,Tyumenspecavia,tyumenspecavia@email.com,6075
TUO,Taxi Aereo Turistico,taxiaereoturistico@email.com,6076
TUX,Tulpar Air Service,tulparairservice@email.com,6077
TUZ,Tuna Aero,tunaaero@email.com,6078
TVA,Trans America Airlines,transamericaairlines@email.com,6079
TVH,Trabajos Aereos Vascongados,trabajosaereosvascongados@email.com,6080
TVI,Tiramavia,tiramavia@email.com,6081
TVL,Travel Service,travelservice@email.com,6082
TVO,Transavio,transavio@email.com,6083
TVR,Tavrey Airlines,tavreyairlines@email.com,6084
TVS,Travel Service,travelservice@email.com,6085
TWA,Trans World Airlines,transworldairlines@email.com,6086
TWE,Transwede Airways,transwedeairways@email.com,6087
TWJ,Twinjet Aircraft Sales,twinjetaircraftsales@email.com,6088
TWL,Tradewinds Aviation,tradewindsaviation@email.com,6089
TWM,Transairways,transairways@email.com,6090
TWO,Twente Airlines,twenteairlines@email.com,6091
TWW,Trans Air Welwitchia,transairwelwitchia@email.com,6092
TXA,Texair Charter,texaircharter@email.com,6093
TXC,Transaviaexport,transaviaexport@email.com,6094
TXE,Transilvania Express,transilvaniaexpress@email.com,6095
TXL,Taxi Aereo Cozatl,taxiaereocozatl@email.com,6096
TXM,Taxi Aereo de Mexico,taxiaereodemexico@email.com,6097
TXN,Texas National Airlines,texasnationalairlines@email.com,6098
TXO,Taxis Aereos de Sinaloa,taxisaereosdesinaloa@email.com,6099
TXR,Taxirey,taxirey@email.com,6100
TXS,Texas Airlines,texasairlines@email.com,6101
TXT,Texas Air Charters,texasaircharters@email.com,6102
TXZ,Tex Star Air Freight,texstarairfreight@email.com,6103
TYF,Tayflite,tayflite@email.com,6104
TYG,Trygg-Flyg,trygg-flyg@email.com,6105
TYW,Tyrol Air Ambulance,tyrolairambulance@email.com,6106
TZE,Transporte Aereo Ernesto Saenz,transporteaereoernestosaenz@email.com,6107
TZK,Tajikstan,tajikstan@email.com,6108
BLI,Thyssen Krupp AG,thyssenkruppag@email.com,6109
BLX,TUIfly Nordic,tuiflynordic@email.com,6110
BOL,Transportes Aereos Bolivianos,transportesaereosbolivianos@email.com,6111
BOX,Tiphook PLC,tiphookplc@email.com,6112
CHE,Top Flight Air Service,topflightairservice@email.com,6113
CLR,Trans America,transamerica@email.com,6114
CLU,Triple Alpha,triplealpha@email.com,6115
CTP,Tashkent Aircraft Production Corporation,tashkentaircraftproductioncorporation@email.com,6116
CWT,Texas Airways,texasairways@email.com,6117
DCL,Transportes Aereos Don Carlos,transportesaereosdoncarlos@email.com,6118
DOT,Telnic Limited,telniclimited@email.com,6119
DRC,Triton Airlines,tritonairlines@email.com,6120
DTA,TAAG Angola Airlines,taagangolaairlines@email.com,6121
DTH,Tassili Airlines,tassiliairlines@email.com,6122
EAR,Transporte Ejecutivo Aereo,transporteejecutivoaereo@email.com,6123
ELV,Transportes Aereos Nacionales De Selva Tans,transportesaereosnacionalesdeselvatans@email.com,6124
FBO,TAG Farnborough Airport,tagfarnboroughairport@email.com,6125
FNV,Transaviaservice,transaviaservice@email.com,6126
FPG,TAG Aviation,tagaviation@email.com,6127
GFN,The 955 Preservation Group,the955preservationgroup@email.com,6128
GJB,Trans-Air-Link,trans-air-link@email.com,6129
GPD,Tradewind Aviation,tradewindaviation@email.com,6130
HBA,Trail Lake Flying Service,traillakeflyingservice@email.com,6131
HET,TAF Helicopters,tafhelicopters@email.com,6132
HTO,Tango Bravo,tangobravo@email.com,6133
HVK,Turkish Air Force,turkishairforce@email.com,6134
IHS,Thryluthjonustan,thryluthjonustan@email.com,6135
IRF,TA-Air Airline,ta-airairline@email.com,6136
IRR,Tara Air Line,taraairline@email.com,6137
JCH,Trading Air Cargo,tradingaircargo@email.com,6138
KCA,Trans-Kiev,trans-kiev@email.com,6139
JEL,Tal Air Charters,talaircharters@email.com,6140
KRA,Transcontinental Airlines,transcontinentalairlines@email.com,6141
KTB,Transaviabaltika,transaviabaltika@email.com,6142
KTS,Transair-Gyraintiee,transair-gyraintiee@email.com,6143
LAP,TAM Mercosur,tammercosur@email.com,6144
LCC,The Lancair Company,thelancaircompany@email.com,6145
LEG,The Army Aviation Heritage Foundation,thearmyaviationheritagefoundation@email.com,6146
LKW,Top Sky International,topskyinternational@email.com,6147
LOF,Trans States Airlines,transstatesairlines@email.com,6148
LTA,Trans Atlantis,transatlantis@email.com,6149
MCT,Transportacion Aerea Del Mar De Cortes,transportacionaereadelmardecortes@email.com,6150
MGM,Transporte Aero MGM,transporteaeromgm@email.com,6151
MOH,Tigerfly,tigerfly@email.com,6152
MPO,Transportes Aereos Amparo,transportesaereosamparo@email.com,6153
MUI,Trans Air,transair@email.com,6154
MXQ,Transportes Aereos Mexiquenses,transportesaereosmexiquenses@email.com,6155
,Travelsky Technology,travelskytechnology@email.com,6156
,Thalys,thalys@email.com,6157
NTR,TNT International Aviation,tntinternationalaviation@email.com,6158
OSY,Open Skies Consultative Commission,openskiesconsultativecommission@email.com,6159
PCW,Trans-Pacific Orient Airways,trans-pacificorientairways@email.com,6160
PGS,Tauranga Aer Club,taurangaaerclub@email.com,6161
PSS,TSSKB-Progress,tsskb-progress@email.com,6162
RBD,Trans World Express,transworldexpress@email.com,6163
REC,Trans Reco,transreco@email.com,6164
RMS,Tas Aviation,tasaviation@email.com,6165
ROT,Tarom,tarom@email.com,6166
ROU,Transportes Aereos I.R. Crusoe,transportesaereosi.r.crusoe@email.com,6167
RRT,Transportes Aereos Sierra,transportesaereossierra@email.com,6168
RRY,Tbilisi Aviation University,tbilisiaviationuniversity@email.com,6169
RTM,Trans Am Compania,transamcompania@email.com,6170
SBJ,Trans Sahara Air,transsaharaair@email.com,6171
SEI,Transportes Aereos Sierra Madre,transportesaereossierramadre@email.com,6172
SRT,Trans Asian Airlines,transasianairlines@email.com,6173
URN,Turan Air,turanair@email.com,6174
TIB,TRIP Linhas A,triplinhasa@email.com,6175
USB,Tusheti,tusheti@email.com,6176
UTM,TAPC Aviatrans Aircompany,tapcaviatransaircompany@email.com,6177
UTN,Trans-Ulgii,trans-ulgii@email.com,6178
UTT,Transarabian Transportation Services,transarabiantransportationservices@email.com,6179
VEN,Transaven,transaven@email.com,6180
VIP,Tag Aviation UK,tagaviationuk@email.com,6181
VNZ,Tbilaviamsheni,tbilaviamsheni@email.com,6182
VRC,Taxi de Veracruz,taxideveracruz@email.com,6183
XAR,Travel Express Aviation Services,travelexpressaviationservices@email.com,6184
XNR,Taxi Aero Del Norte,taxiaerodelnorte@email.com,6185
,Transports et Travaux A,transportsettravauxa@email.com,6186
DOD,USAF Air Mobility Operations Control Center,usafairmobilityoperationscontrolcenter@email.com,6187
DOI,U.S. Department of the Interior,u.s.departmentoftheinterior@email.com,6188
EXM,United Kingdom Civil Aviation Authority,unitedkingdomcivilaviationauthority@email.com,6189
GIH,Union des Transports Africains de Guinee,uniondestransportsafricainsdeguinee@email.com,6190
GKA,US Army Parachute Team,usarmyparachuteteam@email.com,6191
GWY,USA3000 Airlines,usa3000airlines@email.com,6192
UAB,United Arabian Airlines,unitedarabianairlines@email.com,6193
UAL,United Airlines,unitedairlines@email.com,6194
UAC,United Air Charters,unitedaircharters@email.com,6195
UCS,United Carriers Systems,unitedcarrierssystems@email.com,6196
UEA,United Eagle Airlines,unitedeagleairlines@email.com,6197
,United Feeder Service,unitedfeederservice@email.com,6198
CFU,United Kingdom Civil Aviation Authority,unitedkingdomcivilaviationauthority@email.com,6199
KRF,United Kingdom Royal VIP Flights,unitedkingdomroyalvipflights@email.com,6200
KRH,United Kingdom Royal VIP Flight,unitedkingdomroyalvipflight@email.com,6201
SDS,United Kingdom Civil Aviation Authority,unitedkingdomcivilaviationauthority@email.com,6202
TQF,United Kingdom Royal VIP Flights,unitedkingdomroyalvipflights@email.com,6203
CGX,United States Coast Guard Auxiliary,unitedstatescoastguardauxiliary@email.com,6204
AGR,United States Department Of Agriculture,unitedstatesdepartmentofagriculture@email.com,6205
UAD,University Air Squadron,universityairsquadron@email.com,6206
UAJ,University Air Squadron,universityairsquadron@email.com,6207
UAA,University Air Squadron,universityairsquadron@email.com,6208
UAH,University Air Squadron,universityairsquadron@email.com,6209
HBU,Universal Avia,universalavia@email.com,6210
HLE,UK HEMS,ukhems@email.com,6211
JUS,USA Jet Airlines,usajetairlines@email.com,6212
LEA,Unijet,unijet@email.com,6213
MSH,US Marshals Service,usmarshalsservice@email.com,6214
NDU,University of North Dakota,universityofnorthdakota@email.com,6215
PNA,Universal Airlines,universalairlines@email.com,6216
RAU,Uganda Royal Airways,ugandaroyalairways@email.com,6217
SAU,United Aviation Services,unitedaviationservices@email.com,6218
SVR,Ural Airlines,uralairlines@email.com,6219
TRB,Ukraine Transavia,ukrainetransavia@email.com,6220
UAF,United Arab Emirates Air Force,unitedarabemiratesairforce@email.com,6221
UAI,Union Africaine des Transports,unionafricainedestransports@email.com,6222
UCC,Uganda Air Cargo,ugandaaircargo@email.com,6223
UCH,US Airports Air Charter,usairportsaircharter@email.com,6224
UCO,Ucoaviacion,ucoaviacion@email.com,6225
UES,Ues-Avia Aircompany,ues-aviaaircompany@email.com,6226
UFS,UFS,ufs@email.com,6227
UGA,Uganda Airlines,ugandaairlines@email.com,6228
UGC,Urgemer Canarias,urgemercanarias@email.com,6229
UHL,Ukrainian Helicopters,ukrainianhelicopters@email.com,6230
UHS,Ulyanovsk Higher Civil Aviation School,ulyanovskhighercivilaviationschool@email.com,6231
UJR,Universal Jet Rental de Mexico,universaljetrentaldemexico@email.com,6232
UJT,Universal Jet Aviation,universaljetaviation@email.com,6233
UKI,UK International Airlines,ukinternationalairlines@email.com,6234
UKL,Ukraine Air Alliance,ukraineairalliance@email.com,6235
UKM,UM Airlines,umairlines@email.com,6236
UKN,Ukraine Air Enterprise,ukraineairenterprise@email.com,6237
UKP,United Kingdom Home Office,unitedkingdomhomeoffice@email.com,6238
UKS,Ukrainian Cargo Airways,ukrainiancargoairways@email.com,6239
ULT,Ultrair,ultrair@email.com,6240
UMS,Unitemp-M,unitemp-m@email.com,6241
UNC,Uni-Fly,uni-fly@email.com,6242
UNF,Union Flights,unionflights@email.com,6243
UNJ,Universal Jet,universaljet@email.com,6244
UNS,Unsped Paket Servisi,unspedpaketservisi@email.com,6245
UNU,Unifly Servizi Aerei,uniflyserviziaerei@email.com,6246
UPL,Ukrainian Pilot School,ukrainianpilotschool@email.com,6247
UPS,United Parcel Service,unitedparcelservice@email.com,6248
URV,Uraiavia,uraiavia@email.com,6249
USA,US Airways,usairways@email.com,6250
USC,US Check Airlines,uscheckairlines@email.com,6251
USF,USAfrica Airways,usafricaairways@email.com,6252
USH,US Helicopter,ushelicopter@email.com,6253
USJ,US Jet,usjet@email.com,6254
USX,US Express,usexpress@email.com,6255
UTA,UTair Aviation,utairaviation@email.com,6256
UTG,UTAGE,utage@email.com,6257
UTR,Utair South Africa,utairsouthafrica@email.com,6258
UTS,Ukrainian State Air Traffic Service Enterprise,ukrainianstateairtrafficserviceenterprise@email.com,6259
UTU,Urartu-Air,urartu-air@email.com,6260
UVA,Universal Airways,universalairways@email.com,6261
UVG,Universal Airlines,universalairlines@email.com,6262
UVM,Uvavemex,uvavemex@email.com,6263
AIO,United States Air Force,unitedstatesairforce@email.com,6264
UVN,United Aviation,unitedaviation@email.com,6265
UZB,Uzbekistan Airways,uzbekistanairways@email.com,6266
AUI,Ukraine International Airlines,ukraineinternationalairlines@email.com,6267
WEC,Universal Airlines,universalairlines@email.com,6268
,US Helicopter Corporation,ushelicoptercorporation@email.com,6269
VAU,V Australia Airlines,vaustraliaairlines@email.com,6270
VBA,V Bird Airlines Netherlands,vbirdairlinesnetherlands@email.com,6271
WIW,V-avia Airline,v-aviaairline@email.com,6272
VBD,V-Berd-Avia,v-berd-avia@email.com,6273
VAC,Vacationair,vacationair@email.com,6274
RDW,Valair AG (Helicoptere),valairag(helicoptere)@email.com,6275
VLA,Valan International Cargo Charter,valaninternationalcargocharter@email.com,6276
VLN,Valan Limited,valanlimited@email.com,6277
EHR,Valfell-Verkflug,valfell-verkflug@email.com,6278
VLU,Valuair,valuair@email.com,6279
VAA,Van Air Europe,vanaireurope@email.com,6280
VGC,Vanguardia en Aviacion en Colima,vanguardiaenaviacionencolima@email.com,6281
VGD,Vanguard Airlines,vanguardairlines@email.com,6282
VFC,Vasco Air,vascoair@email.com,6283
VAG,Vega,vega@email.com,6284
WGA,Vega Air Company,vegaaircompany@email.com,6285
WEL,Veles,veles@email.com,6286
VTX,Verataxis,verataxis@email.com,6287
BTP,Veritair Ltd,veritairltd@email.com,6288
VAL,Voyageur Airways,voyageurairways@email.com,6289
GRV,Vernicos Aviation,vernicosaviation@email.com,6290
HVN,Vietnam Airlines,vietnamairlines@email.com,6291
KWA,Vozdushnaya Academy,vozdushnayaacademy@email.com,6292
MOV,VIM Airlines,vimairlines@email.com,6293
MVY,VIM-Aviaservice,vim-aviaservice@email.com,6294
,VIA Rail Canada,viarailcanada@email.com,6295
ENV,Victoria Aviation,victoriaaviation@email.com,6296
VCT,Viscount Air Service,viscountairservice@email.com,6297
SSI,Vision Airlines,visionairlines@email.com,6298
FXF,VIP Air Charter,vipaircharter@email.com,6299
PAV,VIP Avia,vipavia@email.com,6300
PRX,VIP Avia,vipavia@email.com,6301
VAT,Visionair,visionair@email.com,6302
,Viasa,viasa@email.com,6303
VCA,VICA - Viacao Charter Aereos,vica-viacaocharteraereos@email.com,6304
VCM,Volare Air Charter Company,volareairchartercompany@email.com,6305
VOI,Volaris,volaris@email.com,6306
VDA,Volga-Dnepr Airlines,volga-dneprairlines@email.com,6307
VEA,Vega Airlines,vegaairlines@email.com,6308
VEC,Venescar Internacional,venescarinternacional@email.com,6309
VEE,Victor Echo,victorecho@email.com,6310
VEI,Virgin Express Ireland,virginexpressireland@email.com,6311
VRD,Virgin America,virginamerica@email.com,6312
VES,Vieques Air Link,viequesairlink@email.com,6313
VEX,Virgin Express,virginexpress@email.com,6314
VFT,VZ Flights,vzflights@email.com,6315
VGN,Virgin Nigeria Airways,virginnigeriaairways@email.com,6316
VGV,Vologda State Air Enterprise,vologdastateairenterprise@email.com,6317
VHA,VH-Air Industrie,vh-airindustrie@email.com,6318
VHM,VHM Schul-und-Charterflug,vhmschul-und-charterflug@email.com,6319
VIB,Vibroair Flugservice,vibroairflugservice@email.com,6320
VIC,VIP Servicios Aereos Ejecutivos,vipserviciosaereosejecutivos@email.com,6321
VIE,VIP Empresarial,vipempresarial@email.com,6322
VIF,VIF Luftahrt,vifluftahrt@email.com,6323
VIG,Vega Aviation,vegaaviation@email.com,6324
VIH,Vichi,vichi@email.com,6325
VIK,Viking Airlines,vikingairlines@email.com,6326
VIN,Vinair - Helicoptereos,vinair-helicoptereos@email.com,6327
VIR,Virgin Atlantic Airways,virginatlanticairways@email.com,6328
VJM,Viajes Ejecutivos Mexicanos,viajesejecutivosmexicanos@email.com,6329
VJT,Vistajet,vistajet@email.com,6330
VVM,Viva Macau,vivamacau@email.com,6331
VLE,Volare Airlines,volareairlines@email.com,6332
VLG,Vueling Airlines,vuelingairlines@email.com,6333
VLK,Vladivostok Air,vladivostokair@email.com,6334
VLO,Varig Log,variglog@email.com,6335
VLT,Vertical-T Air Company,vertical-taircompany@email.com,6336
VMA,Vero Monmouth Airlines,veromonmouthairlines@email.com,6337
VNK,Vipport Joint Stock Company,vipportjointstockcompany@email.com,6338
VOA,Viaggio Air,viaggioair@email.com,6339
VOG,Voyager Airlines,voyagerairlines@email.com,6340
VOZ,Virgin Australia,virginaustralia@email.com,6341
VBI,Virgin Blue,virginblue@email.com,6342
VPA,VIP Air,vipair@email.com,6343
VPB,Veteran Air,veteranair@email.com,6344
VPV,VIP-Avia,vip-avia@email.com,6345
VRA,Vertair,vertair@email.com,6346
VRE,Volare Airlines,volareairlines@email.com,6347
VRL,Voar Lda,voarlda@email.com,6348
VRN,VRG Linhas Aereas,vrglinhasaereas@email.com,6349
VSB,Vickers Limited,vickerslimited@email.com,6350
VSG,Visig Operaciones Aereas,visigoperacionesaereas@email.com,6351
VSN,Vision Airways Corporation,visionairwayscorporation@email.com,6352
VSO,Voronezh Aircraft Manufacturing Society,voronezhaircraftmanufacturingsociety@email.com,6353
VSP,VASP,vasp@email.com,6354
VSS,Virign Islands Seaplane Shuttle,virignislandsseaplaneshuttle@email.com,6355
VTC,Vuelos Especializados Tollocan,vuelosespecializadostollocan@email.com,6356
VTH,Vuelos Corporativos de Tehuacan,vueloscorporativosdetehuacan@email.com,6357
VTK,Vostok Airlines,vostokairlines@email.com,6358
VTL,Victor Tagle Larrain,victortaglelarrain@email.com,6359
VTV,Vointeh,vointeh@email.com,6360
VUR,Vuelos Internos Privados VIP,vuelosinternosprivadosvip@email.com,6361
VUS,Vuela Bus,vuelabus@email.com,6362
VZL,Vzlyet,vzlyet@email.com,6363
VLM,VLM Airlines,vlmairlines@email.com,6364
WCY,Viking Express,vikingexpress@email.com,6365
WEV,Victoria International Airways,victoriainternationalairways@email.com,6366
WLG,Volga Aviaexpress,volgaaviaexpress@email.com,6367
WDL,WDL Aviation,wdlaviation@email.com,6368
WRR,WRA Inc,wrainc@email.com,6369
XWS,WSI Corporation,wsicorporation@email.com,6370
CGG,Walmart Aviation,walmartaviation@email.com,6371
WAS,Walsten Air Services,walstenairservices@email.com,6372
GOT,Walter I Linkoping,walterilinkoping@email.com,6373
WPT,Wapiti Aviation,wapitiaviation@email.com,6374
WAV,Warbelow's Air Ventures,warbelow'sairventures@email.com,6375
ATX,Warwickshire Aerocentre Ltd.,warwickshireaerocentreltd.@email.com,6376
WSG,Wasaya Airways,wasayaairways@email.com,6377
,Wayraper,wayraper@email.com,6378
WTC,Weasua Air Transport Company,weasuaairtransportcompany@email.com,6379
WEB,WebJet Linhas A,webjetlinhasa@email.com,6380
TDB,Welch Aviation,welchaviation@email.com,6381
WLC,Welcome Air,welcomeair@email.com,6382
BLW,Wermlandsflyg AB,wermlandsflygab@email.com,6383
WCB,West Africa Airlines,westafricaairlines@email.com,6384
WTF,West African Air Transport,westafricanairtransport@email.com,6385
WSF,West African Airlines,westafricanairlines@email.com,6386
WAC,West African Cargo Airlines,westafricancargoairlines@email.com,6387
WLX,West Air Luxembourg,westairluxembourg@email.com,6388
SWN,West Air Sweden,westairsweden@email.com,6389
WCW,West Caribbean Airways,westcaribbeanairways@email.com,6390
WCR,West Caribbean Costa Rica,westcaribbeancostarica@email.com,6391
,West Coast Air,westcoastair@email.com,6392
WCG,West Coast Airlines,westcoastairlines@email.com,6393
WCA,West Coast Airways,westcoastairways@email.com,6394
TEE,West Freugh DTEO,westfreughdteo@email.com,6395
WEW,West Wind Aviation,westwindaviation@email.com,6396
WJA,WestJet,westjet@email.com,6397
WAA,Westair Aviation,westairaviation@email.com,6398
WSC,Westair Cargo Airlines,westaircargoairlines@email.com,6399
PCM,Westair Industries,westairindustries@email.com,6400
BLK,Westcoast Energy,westcoastenergy@email.com,6401
WST,Western Air,westernair@email.com,6402
NPC,Western Air Couriers,westernaircouriers@email.com,6403
WAE,Western Air Express,westernairexpress@email.com,6404
WAL,Western Airlines,westernairlines@email.com,6405
WAL,Western Arctic Air,westernarcticair@email.com,6406
WTV,Western Aviators,westernaviators@email.com,6407
WES,Western Express Air Lines,westernexpressairlines@email.com,6408
KMR,Western Pacific Airlines,westernpacificairlines@email.com,6409
WPA,Western Pacific Airservice,westernpacificairservice@email.com,6410
WSL,Westflight Aviation,westflightaviation@email.com,6411
WSA,Westgates Airlines,westgatesairlines@email.com,6412
WHE,Westland Helicopters,westlandhelicopters@email.com,6413
WTP,Westpoint Air,westpointair@email.com,6414
WWD,Westward Airways,westwardairways@email.com,6415
WHT,White,white@email.com,6416
WEA,White Eagle Aviation,whiteeagleaviation@email.com,6417
WRA,White River Air Services,whiteriverairservices@email.com,6418
WWL,Whyalla Airlines,whyallaairlines@email.com,6419
WIF,Widerøe,widerøe@email.com,6420
WIG,Wiggins Airways,wigginsairways@email.com,6421
WHS,Wiking Helikopter Service,wikinghelikopterservice@email.com,6422
WFO,Wilbur's Flight Operations,wilbur'sflightoperations@email.com,6423
WLS,Williams Air,williamsair@email.com,6424
WGP,Williams Grand Prix Engineering,williamsgrandprixengineering@email.com,6425
WDA,Wimbi Dira Airways,wimbidiraairways@email.com,6426
WNA,Winair,winair@email.com,6427
JET,Wind Jet,windjet@email.com,6428
WSI,Wind Spirit Air,windspiritair@email.com,6429
QGA,Windrose Air,windroseair@email.com,6430
WIA,Windward Islands Airways International,windwardislandsairwaysinternational@email.com,6431
WON,Wings Air,wingsair@email.com,6432
WAT,Wings Air Transport,wingsairtransport@email.com,6433
WAW,Wings Airways,wingsairways@email.com,6434
WOL,Wings Aviation,wingsaviation@email.com,6435
WEX,Wings Express,wingsexpress@email.com,6436
WAK,Wings of Alaska,wingsofalaska@email.com,6437
WLB,Wings of Lebanon Aviation,wingsoflebanonaviation@email.com,6438
WIN,Winlink,winlink@email.com,6439
WAG,Wisconsin Air National Guard,wisconsinairnationalguard@email.com,6440
WSM,Wisman Aviation,wismanaviation@email.com,6441
WZZ,Wizz Air,wizzair@email.com,6442
WVL,Wizz Air Hungary,wizzairhungary@email.com,6443
WNR,Wondair on Demand Aviation,wondairondemandaviation@email.com,6444
CWY,Woodgate Executive Air Charter,woodgateexecutiveaircharter@email.com,6445
WOA,World Airways,worldairways@email.com,6446
XWW,World Weatherwatch,worldweatherwatch@email.com,6447
WWM,World Wing Aviation,worldwingaviation@email.com,6448
,Worldspan,worldspan@email.com,6449
CSW,Worldwide Air Charter Systems,worldwideairchartersystems@email.com,6450
WWS,Worldwide Aviation Services,worldwideaviationservices@email.com,6451
WWI,Worldwide Jet Charter,worldwidejetcharter@email.com,6452
WRT,Wright Air Lines,wrightairlines@email.com,6453
WRF,Wright Air Service,wrightairservice@email.com,6454
CWU,Wuhan Airlines,wuhanairlines@email.com,6455
WYC,Wycombe Air Centre,wycombeaircentre@email.com,6456
WYG,Wyoming Airlines,wyomingairlines@email.com,6457
SEU,XL Airways France,xlairwaysfrance@email.com,6458
XPS,XP Internation,xpinternation@email.com,6459
XAB,Xabre Aerolineas,xabreaerolineas@email.com,6460
XJC,Xclusive Jet Charter Limited,xclusivejetcharterlimited@email.com,6461
XER,Xerox Corporation,xeroxcorporation@email.com,6462
CXA,Xiamen Airlines,xiamenairlines@email.com,6463
CXJ,Xinjiang Airlines,xinjiangairlines@email.com,6464
XJT,Xjet Limited,xjetlimited@email.com,6465
CXP,Xtra Airways,xtraairways@email.com,6466
AKY,Yak-Service,yak-service@email.com,6467
YAK,Yakolev,yakolev@email.com,6468
LLM,Yamal Airlines,yamalairlines@email.com,6469
CYG,Yana Airlines,yanaairlines@email.com,6470
YZR,Yangtze River Express,yangtzeriverexpress@email.com,6471
